jhu_id|vendor_id|db_name|status_id|url|enable_proxy|description|internal_note|popularity_score|date_created|date_updated
JHU04361|651|African-American Almanac|A|https://go.gale.com/ps/i.do?p=GVRL&sw=w&u=balt85423&v=2.1&it=aboutBook&id=GALE%7C9780787691400&sid=GVRL|0|The African American Almanac provides historical and current information on African American history, society, and culture in 28 topical chapters (e.g., African American Firsts, Politics, Family & Health). It also includes a chronology, a chapter of important primary documents, directories of organizations and businesses, a bibliography of recently-published works, annotated lists of crucial court cases, a filmography, hundreds of brief biographies, and more than 650 photographs, illustrations, maps, and statistical charts located within the most appropriate text.|21 April 2021 - Update URL from http://galenet.galegroup.com/servlet/eBooks?ste=22&docNum=CX3410499999 and set Proxy = N. AM|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04363||Africana Digitization Project|A|http://libtext.library.wisc.edu/Africana/|1|A project of the University of Wisconsin-Madison to digitize materials about Africa that were published in limited, sometimes very limited, quantities, but which have produced a demand beyond the capacity of their initial print run to satisfy.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04364||AIDS Clinical Trials Information Service (ACTIS)|A|http://www.aidsinfo.nih.gov/|1|AIDS/HIV information including news, health topics, drugs, vaccines, clinical trials, and a glossary. This database is free and is produced by the U.S. Dept. of Health and Human Services.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04365|537|Alloy Phase Diagrams|A|https://matdata.asminternational.org/apd|1|Search over 11,000 binary and ternary phase diagrams in this database from ASM International.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04366|524|Doctor Finder|A|https://doctorfinder.ama-assn.org/doctorfinder/?|1|Doctor Finder provides basic professional information on virtually every licensed physician in the U.S. and its possessions, including more than 690,000 doctors of medicine (MD) and doctors of osteopathy or osteopathic medicine (DO). All physician credential data have been verified for accuracy and authenticated by accrediting agencies, medical schools, residency training programs, licensing boards, and other data sources.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04368|511|American Civil War Letters and Diaries|A|https://search.alexanderstreet.com/cwld|1|The current release contains 2,009 authors and approximately 100,000 pages of diaries, letters and memoirs. Particular care has been taken to index this material so it can be searched more thoroughly than ever.  Each source has been carefully chosen using leading bibliographies. The product includes 4,000 pages of previously unpublished manuscripts such as the letters of Amos Wood and his wife and the diary of Maryland Planter.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04369||American Factfinder|A|http://factfinder2.census.gov/faces/nav/jsf/pages/index.xhtml|0|American FactFinder is a data access and dissemination system that provides useful statistics and facts about your community, your economy, and your society. The system will find and retrieve the information you need from some of the Census Bureau&#39;s largest data sets.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04370|511|Film Scripts Online|A|https://search.alexanderstreet.com/afso|1|The Film Scripts Online Series contains over 1,100 scripts and makes available, for the first time, accurate and authorized versions of copyrighted screenplays. Now film scholars can compare the writer’s vision with the producer’s and director’s interpretations from page to screen. Most scripts in the series have never been published before and are available nowhere else.|21 June 2021 - Title and description edited due to changes by Alexander Street Press.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04373|798|American National Biography Online|A|https://www.anb.org/|1|The landmark American National Biography offers portraits of more than 17,400 men & women — from all eras and walks of life — whose lives have shaped the nation. The American National Biography is the first biographical resource of this scope to be published in more than sixty years.|12 Aug 2020 - URL updated. Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04375|564|Année Philologique|A|http://cpps.brepolis.net/aph/search.cfm|1|LAnnée Philologique is an index to scholarly work in fields related to the language, literature, history and culture of ancient Greece and Rome. It is the standard bibliographical tool for research in classical studies.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04376|662|Online Egyptological Bibliography (OEB)|A|http://oeb.griffith.ox.ac.uk/|1|This international index of books and articles in Egyptology went online in 1992. It is cumulated on CD-ROM: See Eisenhower AV Center - Reference COMP FILE 3267. The print version is found at: Eisenhower Near Eastern Reference Collection, D Level Eisenberg Rm, Non-Circ Call No.: Z 3656.A2A6||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04378|512|AnthroSource|A|https://anthrosource.onlinelibrary.wiley.com|1|AnthroSource includes the full text of current and legacy content from journals published by the American Anthropological Association. AnthroSource is the premier online portal serving the research, teaching and practicing needs of anthropologists. An online service of AAA, AnthroSource offers access to more than 100 years of anthropological knowledge.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04379|651|Middle East Online: Arab Israeli Relations 1917-1970|A|http://go.gale.com/gdsc/i.do?action=interpret&id=6ACM&v=2.1&u=balt85423&it=aboutCollections&p=GDSC&sw=w&authCount=1|0|Places before scholars and students of Palestine and the Arab-Israeli conflict a wide range of original source material, from the 1917 Balfour Declaration through to the Black September war of 1970-1. These materials - letters, minutes, reports, maps - are selected by Dr. Eugene Rogan, Director of the Middle East Centre, University of Oxford - from primary source documents at the National Archives, London.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04380||Archive Grid|A|https://researchworks.oclc.org/archivegrid/|0|A database for locating special collections worldwide. Search for family and corporate histories, personal papers, and historical records. ArchiveGrid provides direct search access and comprehensive collection descriptions written by archivists.  Locate relevant research institutions, arrange visits, or request copies. Over 2,500 libraries, museums, and archives worldwide contribute collection descriptions to ArchiveGrid.|31 Aug 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04383|534|ARTFL|A|http://www.lib.uchicago.edu/efts/ARTFL/databases/TLF07/|1|At present the corpus consists of nearly 2000 texts, ranging from classic works of French literature to various kinds of non-fiction prose and technical writing. The eighteenth, nineteenth and twentieth centuries are about equally represented, with a smaller selection of seventeenth century texts as well as some medieval and Renaissance texts. We have also recently added a Provençal database that includes 38 texts in their original spellings. Genres include novels, verse, theater, journalism, essays, correspondence, and treatises. Subjects include literary criticism, biology, history, economics, and philosophy. In most cases standard scholarly editions were used in converting the text into machine-readable form, and the data contain page references to these editions.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04384||Multi-lingual Bibles|A|https://biblehub.com/multi/|1|Multilingual Bibles allows users to search the King James Bible, the Luther German Bible, the Louis Second French Bible, and the Latin Vulgate. When the user retrieves a chapter or a verse, the document will provide links (at the bottom of the page) to the corresponding section in the other available languages.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04389||arXiv|A|http://www.arxiv.org|1|Hosted by Cornell University, arXiv is a collection of e-prints (electronic preprints) in physics, mathematics, non-linear science, computer science, and quantitative biology.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04391|534|Autour du romantisme: le roman, 1792-1886|A|http://www.lib.uchicago.edu/efts/ARTFL/databases/bibliopolis/rom/|1|Autour du romantisme: le roman, 1792-1886 offers over 200 novels from Chateaubriand to Barbey dAurévilly, bringing together the complete romantic works of the most studied romantic authors in schools today as well as many authors who were highly celebrated in their own time. From the roman noir to the feuilleton and on to melodramatic novels, this database offers an extremely vast and varied corpus. Part of the ARTFL Project.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04394|534|Corpus de la littérature narrative|A|https://www.classiques-garnier.com/numerique-bases/basile|1|Contains electronic versions of 1000 French prose fiction texts dating from the Middle Ages to the 20th century. Texts have been authenticated by the authors wherever possible.|22 June 2020 - Subject tags added per Mack Zahlins request.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04395||Behavioral Risk Factor Surveillance System (BRFSS)|A|http://www.cdc.gov/brfss/|1|The BRFSS, the world&#39;s largest telephone survey, tracks health risks in the United States. Information from the survey is used to improve the health of the American people.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04398|586|Bible in English, 990-1970|A|http://collections.chadwyck.com/bie/htxview?template=basic.htx&content=frameset.htx|1|The Bible in English contains twenty versions of the Bible. In addition to twelve complete Bibles, there are five New Testaments, two Gospels and William Tyndale&#39;s New Testament, Pentateuch and Jonah translations.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04399|812|Bibliografía de la Literatura Española|A|https://search.proquest.com/ble|1|Includes bibliographic references to monographs, periodical articles, critical editions of literary works, book reviews, bibliographies, congress proceedings, and other miscellaneous material published in Spain or abroad. It covers literature published in Spain from the Middle Ages to the present day as well as documenting critical writing related to Hispanic and Filipino authors writing prior to independence from Spain.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04401|586|Bibliography of American Literature|A|http://collections.chadwyck.com/home/home_bal.jsp|1|Nearly 40,000 records of the literary works of 300 American writers from the Revolution to 1930.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04404|534|Bibliotheque des Lettres|A|http://www.lib.uchicago.edu/efts/ARTFL/databases/bibliopolis/bdl/|1|La bibliothèque des lettres brings together the contents of eight Bibliopolis collections and is part of the ARTFL Project. Users can now search all these works at once or restrict to one or more collections.<p> Collections included: Autour du romantisme: le roman, 1792-1886. Biblionet: cent classiques de la littérature française. (Open to the Public) Corpus des oeuvres de philosophie en langue française. La Critique littéraire de Laharpe à Proust. Écrits sur lart de Diderot à Proust. La Poésie française du Moyen-Age à la première guerre mondiale. La Révolution et lEmpire. Romanciers réalistes et naturalistes. Théâtre du grand siècle.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04406|651|Biography and Genealogy Master Index.|A|https://find.gale.com/bgmi/start.do?prodId=BGMI&userGroupName=balt85423|0|Biography and Genealogy Master Index enables users to locate biographical entries contained in more than 1,000 volumes and editions of important current and retrospective biographical reference sources. This index contains citations that point to over 15 million biographies on nearly 5 million people, living and deceased, from all time periods, geographical locations, and fields of endeavor.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04407|599|Birds of the World Online|A|https://birdsoftheworld.org/|1|Birds of the World is a living, scholarly publication that integrates content from several renowned ornithological resources, including Handbook of the Birds of the World Alive, Birds of North America, Neotropical Birds, Bird Families of the World, and the Internet Bird Collection. A definitive resource for pursuing questions about birds.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04408|511|Black Thought and Culture: African Americans to 1975|A|https://search.alexanderstreet.com/bltc|1|Black Thought and Culture contains 1297 sources with 1100 authors, covering the non-fiction published works of leading African Americans. Particular care has been taken to index this material so that it can be searched more thoroughly than ever before. Where possible the complete published non-fiction works are included, as well as interviews, journal articles, speeches, essays, pamplets, letters and other fugitive material.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04411|561|Bloomberg Financial Service|A|http://guides.library.jhu.edu/bloomberg|0|Bloomberg provides in-depth company profiles; real-time financial data; industry and market news; U.S. and international economic indicators; and quotes and technical analysis on U.S. and international securities. Licensed use is for the academic research of current JHU affiliates. Access is available from designated terminals at various JHU libraries. Please see this <a href=http://guides.library.jhu.edu/bloomberg>guide</a>.|17 Aug 2020 - Tag added.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04414||Bookwire|A|http://www.bookwire.com/Home|1|Sponsored by Bowker, leads to reviews, author pages, and book industry information.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04415|812|Bertolt Brechts Werke|A|https://search.proquest.com/brecht?accountid=11752|1|The first authorised electronic edition is based on Bertolt Brecht, Ausgewählte Werke in sechs Bänden, Jubiläumsausgabe um 100. Geburtstag, edited by Werner Hecht, Wolfgang Jeske and Jan Knopf. In German; choice of menus in German and English. Published in cooperation with Suhrkamp Verlag.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04418|651|Business Plan Handbooks|A|http://go.galegroup.com/ps/aboutSeries.do?inPS=true&prodId=GVRL&userGroupName=balt85423&seriesId=0PHU|0|This annual Gale series of electronic books, from 1993 to present, is intended to help entrepreneurs who seek assistance on creating business plans for their small businesses. The resource mainly provides sample business plans from actual businesses in the manufacturing, retail and service industries. Names and addresses, and sometimes product names, have been changed to maintain confidentiality. Entries cover a wide range of business types, from bakeries to manufacturers of fiber optics or from electronic publishing to disposable medical supplies. Users can search by edition/date, keyword, title, subject, and other parameters. A help feature provides numerous tips on search optimization. Additional features include: a directory of the 750 Small Business Development Centers in the United States that provide support and advice; a glossary of small business terms; and a bibliography for further reading.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04434|726|Chronicling America: Historic American Newspapers|A|https://chroniclingamerica.loc.gov/|0|Chronicling America is sponsored jointly by the National Endowment for the Humanities and the Library of Congress as part of the National Digital Newspaper Program (NDNP). It allows the user to search full-text of American newspapers from 1900-1910 and find information about American newspapers published from 1690 to the present.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04437|504|Civil War: A Newspaper Perspective|A|https://www.accessible.com/accessible/brand?McThe+Civil+War+Part+I.+A+Newspaper+Perspective=on|1|The Civil War: A Newspaper Perspective is a database containing 11,000 articles and 700 images of maps, illustrations and ads from the Charleston Mercury, the New York Herald and the Richmond Enquirer. It begins with the 1860 presidential election and ends with Lincolns burial in Springfield, Illinois. The database contains articles on military, political and domestic interest.|24 Nov 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04439|564|Brepols Library of Latin Texts - Series A (LLT-A)|A|http://clt.brepolis.net/llta/pages/Search.aspx|1|Formerly known as CETEDOC, this database for Latin texts, contains texts from the beginning of Latin literature  through to the texts of the Second Vatican Council (1962-1965). It covers all the works from the classical period, the most important patristic works, a very extensive corpus of Medieval Latin literature and works of later Latin, including texts from the Reformation and Counter-Reformation. The complete works of writers such as Cicero, Virgil, Augustine, Jerome, Gregory the Great, Anselm of Canterbury, Bernard of Clairvaux and Thomas Kempis are included. The texts have been taken from the Corpus Christianorum and Teubner series and other editions.    The contents of the Library of Latin Texts are listed in the Guide, linked in the navigational column on the left side of the LLT web page.  Adobe Reader 7.0 is needed to view the Guide.  A user can select a word found in a text of the Library of Latin Texts and by clicking on the button labeled Consult DLD find entries for the word in the constituent dictionaries of the Database of Latin Dictionaries. Likewise, a live link from the DLD back to the Library of Latin Texts enables the user who has conducted a search on a word in a dictionary within DLD to export this word automatically to its sister-database and thereby identify actual occurrences of the particular word in the Library of Latin Texts in context.|1 Oct. 2020 - Slight title change requested by Don Juedes.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04440|760|ClinicalTrials.gov|A|http://clinicaltrials.gov/ct/gui|1|ClinicalTrials.gov provides regularly updated information about federally and privately supported clinical research in human volunteers. It provides information about a trial&#39;s purpose, who may participate, locations, and phone numbers for more details.    This database is free and maintained by the National Institutes of Health.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04441||Columbia Companion to the Twentieth-Century American Short Story|A|http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:lion-us&rft_id=xri:lion:contents:ref_toc/TheColumbiaCompaniontotheTwenti/issues.jsp|1|Online, searchable version of The Columbia Companion to the Twentieth-Century American Short Story (Columbia University Press, 2001).||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04444||Columbia Grangers World of Poetry|A|http://www.columbiagrangers.org/|1|Includes 13,000 poems in full text, and 25,000 poetry citations for poems in anthologies.  Also, includes biographies, bibliographies, notes on form, and a glossary of terms.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04446|522|Commentary Digital Archive|A|https://www.commentarymagazine.com/|1|Published by the American Jewish Committee, Commentary continues the Contemporary Jewish Record. Commentary presents articles dealing with current events, politics, social science and culture, with special interest in Jewish affairs.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04452|534|Corpus des oeuvres de philosophie en langue francaise|A|http://www.lib.uchicago.edu/efts/ARTFL/databases/bibliopolis/cphil/|1|Le Corpus des oeuvres de philosophie en langue française contains the works of philosophers writing in the French language from the Renaissance to 1966. They are made available as part of the ARTFL Project. The texts of Le Corpus are based on editions from the monographic series of the same name published by Librairie Arthème Fayard with the Association pour le Corpus des oeuvres de philosophie en langue française under the direction of Michel Serres. Searching available using PhiloLogic or Trevi interfaces.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04453|817|Countrydata.com|A|https://epub.prsgroup.com/index.php/customer/countrydata/|1|Access to one of the worlds best commercial sources of country risk ratings and forecasts...all available data for more than 150 countries, including risk ratings and economic data from International Country Risk Guide, as well as forecasts, economic, political, geographic, and social data from Political Risk Services. CountryData is updated monthly and is the gateway to all current and historical data from The PRS Group.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04454|503|County and city data book|A|http://purl.access.gpo.gov/GPO/LPS29932|1|City and County Data Book contains official population and housing data from the Census bureau plus business and other data for all U.S. counties, cities with 25,000 or more inhabitants, and places of 2,500 or more inhabitants. It has been published intermittently from 1994 – 2000. To fill years, the library purchases City and County Book Extra.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04455|605|CQ Political Money Line|A|http://www.politicalmoneyline.com/|1|Political Money Line tracks contributions from corporations, associations and unions to members, candidates and party committees. You can find out which PACs raise and distribute the most money — and where their dollars are going. You can also follow the flow of soft money through 527 groups, such as MoveOn.org and Swift Boat Veterans for Truth, and retrieve information on more than 30,000 lobbyists indexed by client and issue.|17 June 2020 - Concurrent Users note added.  Jenny Kusmik9 July 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04456|856|CRC Handbook of Chemistry and Physics|A|https://hbcp.chemnetbase.com|1|The content of the CRC Handbook of Chemistry and Physics may be read online.|15 April 2021 - Updated URL.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04458|534|Études critiques du 19ème siècleis|A|https://artflsrv03.uchicago.edu/philologic4/etudescritiques/|1|The learned volumes, serialized articles, prefaces, and manifestos collected in Études critiques du 19ème siècleis reproduce the great literary debates which animated the 19th century. One hundred fifteen works and collections, thirty-three authors, and one hundred thousand pages of analysis allow the user to investigate the polemics and controversies in depth. The collection traverses the entire 19th century, beginning with Laharpe, who taught and provided a point of reference for many of his successors, and ending with Apollinaire and Proust, both highly prolific and distinctive critics. Made available by the ARTFL Project.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04463||Dartmouth Dante Project|A|http://dante.Dartmouth.EDU|1|The Dartmouth Dante Project database contains the full text of La Commedia & commentaries by 47 authors, from 14th to 20th century commentaries.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04464|564|Brepols Database of Latin Dictionaries|A|http://clt.brepolis.net/dld/pages/AdvancedSearch.aspx|1|The aim of the database is not only to integrate different types of Latin dictionaries, whether modern, medieval or early-modern, but also to build in links between these different tools. Where the dictionaries provide Latin terms and vernacular equivalents or explanations (whether in contemporary or historic forms of English, French or German), searches will be possible on both the Latin lemmata and the English, French or German lemmata. This database will provide an unsurpassed tool since all Latin word-forms that appear concretely in texts will have a link to entries in relevant dictionaries and from there the user can go and read the selected dictionary entry.|29 Sept. 2020 - Tag added. Jenny Kusmik1 Oct 2020 - Slight title change requested by Don Juedes.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04466|651|U. S. Declassified Documents Online|A|https://go.gale.com/ps/start.do?p=USDD&u=balt85423|0|U.S. Declassified Documents Online, formerly Declassified Documents Reference System, is the most comprehensive compilation of declassified documents from the executive branch. The types of materials include intelligence studies, policy papers, diplomatic correspondence, cabinet meeting minutes, briefing materials, and domestic surveillance and military reports.|20 May 2021 - URL and description updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04473||Digital South Asia Library|A|http://dsal.uchicago.edu|1|Includes digital versions of works on South Asia including: books, images, dictionaries, statistical works, maps, bibliographies and indexes to periodical literature.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04475|725|Nexis Dossier|A|https://advance.lexis.com/?identityprofileid=RFKMJJ64951|1|This Nexis product, formerly called Corporate Affiliations, provides research on corporate hierarchies and linkages for all major public and private companies and their subsidiaries worldwide. Provides business descriptions, basic financials, detailed competitor listings, brands, and service firms. Creates lists of foreign firms operating in the US and vice versa, has historical data, tracks mergers and acquisitions, and provides executive and board member listings.|23 Sept 2021 - Title, URL and Description changed per AER-980/981.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04476||Directory of Health and Human Services Data Resources|A|http://aspe.hhs.gov/datacncl/DataDir/index.shtml|1|The HHS Directory of Health and Human Services Data Resources contains information about virtually all major data collection systems sponsored by the U.S. Department of Health and Human Services (HHS). Information about each data system is provided, including links to relevant websites. <p> The Directory was designed to include data resources with the potential for use by a wide audience. Databases from continuing departmental data collection projects or program administrative and evaluation activities of broad interest were included, such as recurring surveys, public health surveillance systems, and disease registries.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04477|760|DIRLINE directory of health organizations / National Library of Medicine.|A|http://dirline.nlm.nih.gov/|1|DIRLINE is a directory of sources to get information about health and biomedicine. These information resources fall into many categories including federal, state, and local government agencies; information and referral centers; professional societies; self-help groups and voluntary associations; academic and research institutions and their programs; information systems; and research facilities. <p> Topics include HIV/AIDS, maternal and child health, most diseases and conditions including genetic and other rare diseases, health services research and technology assessment. <p> DIRLINE is maintained by the National Institutes of Health.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04479||DSM Library|A|http://psychiatryonline.com/dsmLibrary.aspx|1|PsychiatryOnline.com provides a collection of DSM-V books, as well as previous editions of the DSM.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04481|811|DYABOLA|A|http://www.db.dyabola.de/dya/dya_srv2.dll?00|1|Projekt Dyabola is a software interface designed for creating and browsing bibliographic data and image collections, specifically targeted to the humanities community. Currently, 15 databases are available in the online system.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04483|529|EcoSal|A|http://www.ecosal.org/|1|This online version of the print resource is continually updated and provides comprehensive information about E. coli and Salmonella.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04484|586|Editions and Adaptations of Shakespeare, 1591-1911|A|http://collections.chadwyck.com/eas/htxview?template=basic.htx&content=frameset.htx|1|Editions and Adaptations of Shakespeare contains eleven major editions from the First Folio of 1623 to the Cambridge edition of 1863–66, twenty-eight separate contemporary printings of individual plays and poems, selected apocrypha and related works. In addition it contains more than one hundred adaptations, sequels and burlesques from the seventeenth, eighteenth and nineteenth centuries, including the whole of Bells Acting Edition of Shakespeares Plays (1774).||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04485|505|Eighteenth Century Journals|A|https://www.18thcjournals.amdigital.co.uk/|1|This portal brings together rare journals printed between c1685 and 1815, illuminating all aspects of eighteenth-century social, political and literary life. Many are ephemeral, lasting only for a handful of issues, others run for several years. Topics covered are extremely wide-ranging and include: colonial life; provincial and rural affairs; the French and American revolutions; reviews of literature and fashion throughout Europe; political debates; and London coffee house gossip and discussion.|29 April 2021 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04486|629|Economist Intelligence Unit Databases (EIU)|A|https://viewpoint.eiu.com/|1|Full package includes: Viewpoint; Country Commerce; Economist.com; Risk Briefing; Country Reports (includes country data); CityData; Commodity Forecast; Industry Forecast.|7 April 2022 - Description updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04487|629|EIU City Data|A|http://data.eiu.com/index.aspx?pubtype_id=1837354168|1|Part of the EIU Data Tool, found on the EIU classic interface.  Database of global pricing information. Covers cost-of-living prices of products and services in cities worldwide. Performs data analysis and converts currency.|7 April 2022 - Jenny Kusmik URL and description updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04488|629|EIU Country Data|A|https://viewpoint.eiu.com/data/|1|Database of annual, quarterly and monthly economic indicators and forecasts, covering more than 320 economic series for 150 countries, as well as 45 regional aggregates, running from 1980 and forecasting out five years.|7 April 2022 - URL edited.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04497||Encyclopedia of American Poetry: the Nineteenth Century|A|http://lion.chadwyck.com/contents/ref_toc/EncyclopediaofAmericanPoetryThe/issues.jsp|1|A digital version of Encyclopedia of American Poetry: The Nineteenth Century (Chicago; London: Fitzroy Dearborn Publishers, 1998). Provides an alphabetical list of articles on 19th century American poets, giving a brief overview of each.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04510||Encyclopedia of Earth|A|http://www.eoearth.org/|1|Encyclopedia of Earth is a free online scholarly encyclopedia about the Earth. Geology, geography, environmental science, and other disciplines as they affect the Earth are covered in this continuously-updated encyclopedia.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04523|651|Encyclopedia of Major Marketing Campaigns 2007|A|http://galenet.galegroup.com/servlet/eBooks?ste=22&docNum=CX3446699999|1|This online encyclopedia profiles 474 marketing campaigns of special note, by virtue of their size, the importance of the company involved, their success, and/or their use of innovative techniques. Each entry includes an overview, historical context, target market(s), major brand competitors, and outcome. The 2007 edition covers the period from the late 1990s through 2005.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04538||English Short Title Catalogue|A|http://estc.bl.uk|0|ESTC is a bibliographic database containing records for items printed in England or in any of England&#39;s dependencies, 1473-1800. Currently, it contains about 413,000 items. When complete, it will contain virtually all English items printed between 1473 and 1800. Appended to each record is a list of libraries which have reported holding a copy of the item described. Updated daily.    Coverage from the earliest Caxton incunabulum (1473) through the last item printed in 1800.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04539|564|Europa Sacra|A|http://apps.brepolis.net/europa_sacra/test/Default2.aspx|1|digitizes Eubels Hierarchia medievalia & Gams Series episcoporuum. Allows searches by bishop or diocese.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04541||Feminae: Medieval Women and Gender Index|A|http://inpress.lib.uiowa.edu/Feminae/default.aspx|1|An index to recent articles and book reviews concerned with women and gender in the Middle Ages.  Permits subject searches;  thesaurus provided.  Includes links to JSTOR and Project Muse.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04543|821|Foreign Broadcast Information Service (FBIS) Electronic Index (1975-1996)|A|http://infoweb.newsbank.com/?db=FBIS|1|An index to the FBIS Daily Reports issued by the U.S. Government covering political, economic, scientific, and cultural issues and events throughout the world. Translations of broadcasts, news agency transmissions, newspapers, periodicals, and government statements from nations around the world are the sources of this information||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04544|534|French women writers|A|http://www.lib.uchicago.edu/efts/ARTFL/projects/FWW/|1|The ARTFL French Women Writers Project is a searchable database containing works by French women authors from the 16th to the 19th century. It currently contains texts by 40 authors. There are 5.1 million words, 98,000 unique forms in 99 documents.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04547|654|Gartner Advisory Intra Web|A|https://ssofed.gartner.com/sp/startSSO.ping?PartnerIdpId=https://idp.jh.edu/idp/shibboleth|0|Analysis on the technology and communications industry.  If desired, use My Profile to create your own account.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04549||Genetics Home Reference|A|http://ghr.nlm.nih.gov|1|Genetics Home Reference is the National Library of Medicine&#39;s web site for consumer information about genetic conditions and the genes or chromosomes responsible for those conditions.    The date of the last comprehensive review is at the bottom of each summary. Between annual reviews, the staff monitors recent findings and, with the input of experts in the field, incorporates new information as necessary.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU04550||Global Egyptian Museum|A|http://www.globalegyptianmuseum.org/|0|The Global Egyptian Museum (GEM) is a virtual museum showcasing Egyptian Antiquities. The GEM gallery already includes 6,600 fully treated objects from 10 European collections, with extensive documentation and colour photography. The number of objects displayed and the number of participating museums is increasing every year.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
